hsn8,commodity,chapter,exp_usd_mn_fy25,exp_usd_mn_fy26,imp_usd_mn_fy25,imp_usd_mn_fy26,net_usd_mn_fy25,net_usd_mn_fy26,net_change_usd_mn
39161020,CANES OF POLYMERS OF ETHYLENE,39,0.01,0.01,0.05,0.36,-0.04,-0.35,-0.31
39219095,"OTHR PLTS,SHTS,FILM FOIL,STRIP ETC NES    RIGID, LAMINATED",39,1.1,1.1,0.31,0.36,0.79,0.74,-0.05
52111900,"OTHER MXD COTN FABRICS,UNBLEACHED         WEIGHINGMORE THAN 200 GM PER SQM",52,0.09,0.28,0.14,0.36,-0.05,-0.08,-0.03
61045920,SKRTS AND DIVIDED SKRTS OF ARTIFICIAL FIBRES,61,0.69,0.2,0.39,0.36,0.3,-0.16,-0.46
29173940,DIMETHYL PHTHALATE,29,11.25,11.59,0.25,0.36,11.0,11.23,0.23
29221710,METHYLDIETHANOLAMINE,29,36.62,25.0,0.35,0.36,36.27,24.64,-11.63
61029090,"OVRCOATS,CAR-COATS,CAPES ETC OF OTHR FBRS",61,2.31,2.5,0.79,0.36,1.52,2.14,0.62
61051010,"COTTON SHIRTS,HAND CROCHETED",61,40.37,46.84,0.61,0.36,39.76,46.48,6.72
61043200,JACKETS OF COTTON,61,9.29,10.84,0.8,0.36,8.49,10.48,1.99
52104910,ZARI BORDERED SAREE,52,0.03,0.0,0.0,0.35,0.03,-0.35,-0.38
29161510,OLEIC ACID,29,0.02,0.02,0.54,0.35,-0.52,-0.33,0.19
58012790,OTHER WARP PILE FABRICS,58,2.66,2.75,0.68,0.35,1.98,2.4,0.42
53110014,PRINTED WOVN FBRCS OF OTHR VEG TEXTL,53,0.02,0.01,0.45,0.35,-0.43,-0.34,0.09
59113230,CTN FBRCS AND ARTCLS USD IN MACHINERY/PLANT,59,0.0,0.0,0.29,0.35,-0.29,-0.35,-0.06
61072210,NIGHTSHIRTS AND PYJAMAS OF SYN FIBRES,61,15.22,10.19,0.42,0.35,14.8,9.84,-4.96
60061000,OTHR KNITED OR CROCHETD FBRCS OF WOOL OR  FINE ANIML HAIR,60,0.12,0.22,0.39,0.35,-0.27,-0.13,0.14
52105190,"OTHERS-OF-MIXED COTTON FABRICS WEIGHING NOT MORETHAN 200 GSM PRINTED, PLAIN WEAVE",52,1.86,4.15,0.55,0.35,1.31,3.8,2.49
63051080,JUTE SOIL SAVERS,63,0.64,0.44,0.32,0.35,0.32,0.09,-0.23
29214512,PHENYL ALPHA NAPHTHYLAMINE,29,1.35,1.61,0.37,0.35,0.98,1.26,0.28
29214370,2-CHLORO-4-TOLUIDN-5-SLPHNC ACID(SOD SLT),29,0.0,0.02,0.0,0.35,0.0,-0.33,-0.33
39173220,TUBES PIPES AND HOSES OF ADDITION           POLYMERISATION PRODUCTS,39,0.01,0.14,0.33,0.35,-0.32,-0.21,0.11
62043310,JACKETS OF SYNTHETIC FIBRES-EMBROIDERED WITH LUCKNOW CHIKAN CRAFT,62,0.15,0.27,0.0,0.34,0.15,-0.07,-0.22
54075111,UNBLECHD POLYESTER SHIRTING,54,0.2,0.35,0.13,0.34,0.07,0.01,-0.06
29049100,TRICHLORONITROMETHANE (CHLOROPICRIN),29,0.0,0.0,0.18,0.34,-0.18,-0.34,-0.16
63024090,"TBLE LINN OF ALL OTHR FBRS,KNITD/CROCHTD",63,9.68,11.96,0.01,0.34,9.67,11.62,1.95
51021910,MARINE ANGORA,51,0.0,0.0,0.06,0.34,-0.06,-0.34,-0.28
51021990,OTHERS-OF-FINE ANML HAIR OF OTHER ANIMALS,51,0.0,0.0,0.67,0.34,-0.67,-0.34,0.33
61032300,ENSEMBLES OF SYNTHETIC FIBRES,61,10.96,18.7,0.36,0.34,10.6,18.36,7.76
54026300,OTHER YARN OF POLYPROPYLENE MULTPL OR CABLD,54,0.45,0.69,0.32,0.34,0.13,0.35,0.22
59041000,LINOLEUMS,59,0.0,0.0,0.55,0.33,-0.55,-0.33,0.22
55142100,"WOVEN FABRICS OF POLYESTR STAPLE FIBRES,  PLAIN WEAVE,DYED",55,1.84,2.03,1.0,0.33,0.84,1.7,0.86
29335920,TRIMETHOPRIM,29,13.7,13.93,0.25,0.33,13.45,13.6,0.15
29214600,AMFETAMINE BENZFETAMINE ETC THR SALTS,29,36.72,56.77,0.44,0.33,36.28,56.44,20.16
62144090,"SHWLS SCRVS,MUFFLRS ETC OF ARTIFICIAL FBRS - OTHER",62,5.92,5.07,0.12,0.33,5.8,4.74,-1.06
52111190,OTHERS-OF-UNBLEACHED PLAIN WEAVE MXD COTN FABRICS WEIGHING MORE THN 200 GM PER SQM,52,2.1,2.17,0.19,0.33,1.91,1.84,-0.07
62022010,"OVERCOATS,RAINCOATS,CARCOATS,CAPES,CLOAKS AND SMLR ARTCLS OF WOOL/FINE ANIMAL HAIR",62,0.61,0.26,0.63,0.33,-0.02,-0.07,-0.05
29054210,DIPENTA ERYTHRITOL,29,2.96,5.75,0.04,0.33,2.92,5.42,2.5
59100010,COTTON CANVAS PLY BELTING,59,0.35,0.3,0.32,0.33,0.03,-0.03,-0.06
29332910,TINIDAZOLE,29,3.63,3.92,0.34,0.33,3.29,3.59,0.3
57029210,"CARPETS,CARPETING AND RUGS",57,35.86,38.97,0.24,0.33,35.62,38.64,3.02
29039960,"NAPHTHALENE,CHLORINATED",29,0.05,0.06,0.14,0.33,-0.09,-0.27,-0.18
62113200,OTHR GRMNTS OF CTN FOR MENS OR BOYS,62,44.08,51.71,0.39,0.33,43.69,51.38,7.69
61171020,"SHWL, SCRV, MUFLR ETC OF WOOL",61,0.32,0.5,0.31,0.32,0.01,0.18,0.17
62114929,OTHERS-OF-OTHER GARMENTS OF OTHER TEXTILE MATERIALS,62,5.31,3.55,0.36,0.32,4.95,3.23,-1.72
52062400,SNGL YRN OF CMBD FBRS MEASURNG <192.31    BUT>=125 DCTX (>52 BUT <=80 MTRC NO),52,46.06,40.11,0.07,0.32,45.99,39.79,-6.2
56022910,FELT OF OTHR TXTL MATRLS FOR MACHINES OTHR THAN COTTON MACHIRY,56,0.0,0.01,0.24,0.32,-0.24,-0.31,-0.07
52092290,OTHERS-OF-BLECHD 3/4 THREAD TWILL INCL CROSS TWILLCOTTON FABRICS WEING MORE THN 200 GM PER SQM,52,10.3,7.24,0.39,0.32,9.91,6.92,-2.99
60012900,LOOPED PILE FABRICS OF OTHR TXTL MATERIALS,60,0.13,0.17,0.3,0.32,-0.17,-0.15,0.02
62152000,"TIES,BOW TIES AND CRAVATS OF MAN-MADE FIBRES",62,0.45,1.09,0.15,0.32,0.3,0.77,0.47
52051190,OTHERS-OF-SNGL YRN OF UNCMBD FBRS MEASURNG 714.29 DCTX/MORE(NT EXCDNG 14 MTRC NO),52,1.66,1.51,0.24,0.31,1.42,1.2,-0.22
60033000,FBRCS OF SYNTHETIC FIBRES,60,0.16,0.12,0.49,0.31,-0.33,-0.19,0.14
62029010,"OVERCOATS,RAINCOATS,CARCOATS,CAPES CLOAKS AND SMLR ARTCLS",62,0.51,0.28,0.19,0.31,0.32,-0.03,-0.35
39081069,"OTHER PRIMARY FORM POLYAMIDE -6, 12 (NYLON-6, 12):",39,0.42,0.76,1.58,0.31,-1.16,0.45,1.61
29153991,METHYL CYCLOHEXYL ACETATE,29,6.89,4.82,0.0,0.31,6.89,4.51,-2.38
39161010,RODS OF POLYETHYLENE,39,0.5,0.22,0.42,0.31,0.08,-0.09,-0.17
59113110,FELT FOR COTTON TXTL INDUSTRIES(WOVEN),59,0.13,0.02,0.13,0.31,0.0,-0.29,-0.29
61099040,"T-SHIRTS,SNGLTS AND OTHR VSTS,OF WOOL/FINE  ANML HAIR,NT ELSTC NOR RUBBRZD",61,0.05,0.32,0.11,0.31,-0.06,0.01,0.07
29215140,O-DIAMINOTOLUENE,29,0.13,0.8,0.6,0.31,-0.47,0.49,0.96
54033990,"OTHERS-OF-OTHER YARN,SINGLE",54,0.01,0.01,0.26,0.31,-0.25,-0.3,-0.05
52103110,SHIRTING FABRICS,52,12.24,10.51,0.81,0.3,11.43,10.21,-1.22
62114219,KURTA AND SALWAR WTH/WTHOUT DUPTA OF COTN - OTHER,62,62.54,55.05,0.29,0.3,62.25,54.75,-7.5
63051030,JUTE HESSIAN BAGS,63,30.29,37.46,0.18,0.3,30.11,37.16,7.05
61082990,BRIEFS AND PANITIES OF OTHER FIBRES,61,31.99,35.55,0.34,0.3,31.65,35.25,3.6
54075121,BLECHD POLYESTER SHIRTING,54,0.03,0.16,0.02,0.3,0.01,-0.14,-0.15
51062090,OTHERS-OF-YARN OF CRDED WOOL CONTNG<85% WOOL BY WTNT PUT UP FOR RETAIL SALE,51,2.61,3.6,0.26,0.3,2.35,3.3,0.95
56075020,NYLON TYRE CORD,56,0.01,0.01,0.8,0.3,-0.79,-0.29,0.5
29342010,METHABENZTHIAZURON,29,0.0,0.07,0.0,0.3,0.0,-0.23,-0.23
39206921,"SUN/DUST CONTROL FILM OF OTHR POLYESTERS  RIGID, PLAIN",39,0.04,0.0,0.0,0.3,0.04,-0.3,-0.34
55129110,"WOVN SYN STRL FBRC,UNBLCHD CNTNG OTHR SYN FBRCS>=85%",55,0.08,0.15,2.13,0.3,-2.05,-0.15,1.9
62012010,"OVERCOATS,RAINCOATS,CARCOATS,CAPES,CLOAKS AND SMLR ARTCLS",62,1.0,0.9,0.27,0.3,0.73,0.6,-0.13
52121500,OTHR PRNTD WOVEN FBRCS WGHNG <=200 G/M2,52,4.56,2.66,0.64,0.3,3.92,2.36,-1.56
29392020,QUININE HYDROCHLORIDE,29,2.64,3.9,0.0,0.3,2.64,3.6,0.96
51121920,BLEACHED WOVN FBRCS CONTNG>=85%BY WT OF   COMB WOOL/FINE ANML OF WT EXCDING 200 G/M2,51,0.13,0.16,0.08,0.3,0.05,-0.14,-0.19
57050041,"KNITTED CARPETS, CARPETING, RUGS, MATS AND  MATTINGS",57,39.15,25.44,0.09,0.29,39.06,25.15,-13.91
57033939,"OTHERS-OF-OTHERS-OF-CARPETS AND OTHER TEXTILE FLOOR COVERINGS(INCLUDING TURF), TUFTED, WHETHER OR NOT MADE UP",57,0.05,0.07,0.05,0.29,0.0,-0.22,-0.22
57023290,"OTHERS-OF-CRPTS AND TXTL FLR CVRNGS,WVN,OF MANMADETXTL MATRLS,OF PILE CNSTRCTN,NOT MADE UP",57,2.68,2.74,0.24,0.29,2.44,2.45,0.01
52092190,"OTHERS-OF-BLEACHED COTON FABRICS,PLAIN WEAVEWEIGHING MORE THN 200 GM PER SQM",52,1.79,1.72,0.35,0.29,1.44,1.43,-0.01
52113910,ZARI BORDERED SAREE,52,0,0,0.58,0.29,-0.58,-0.29,0.29
54071014,UNBLECHD UMBRELLA CLOTH PANEL FBRCS,54,0.0,0.01,0.0,0.29,0.0,-0.28,-0.28
52052490,OTHERS-OF-SNGL YRN OF CMBD FBRS MEASURNG<192.31 BUT >=125 DCTX(>52 BUT <=80 MTRC NO),52,11.05,10.3,0.6,0.28,10.45,10.02,-0.43
59119039,KNTD/WOVEN GEO-TECHNICL TXTL-OTHERS,59,2.09,0.67,0.75,0.28,1.34,0.39,-0.95
52091290,OTHERS-OF-UNBLCHD 3/4 THRED TWILL INCL CROSS TWILLCOTTON FABRICS WEIGING MORE THAN200 GM PER SQM,52,65.47,52.23,0.22,0.28,65.25,51.95,-13.3
55151140,"FBRC OF POLSTR,MXD WTH VISCOS RYON,PRINTD",55,18.82,21.55,0.07,0.28,18.75,21.27,2.52
29091910,TERTIARY AMYL METHYL ETHER,29,211.41,187.55,0.03,0.28,211.38,187.27,-24.11
52064500,MULTPL(FLDED)/CBLD YRN OF CMBD FBRS       MEASURNG PER SNGL YRN LESS THN 125 DCTX   (EXCDNG 80 MTRC NO PER SNGL YRN),52,0.5,0.25,0.5,0.28,0.0,-0.03,-0.03
51129010,UNBLEACHED OTHR WOVN FBRCS OF COMD WOOL OR COMD FINE ANML HAIR,51,0.0,0.01,0.1,0.28,-0.1,-0.27,-0.17
29333917,Chlorantraniliprole (ISO),29,0.19,0.13,0.0,0.28,0.19,-0.15,-0.34
57025039,"OTHR TXTL FLR CVRNGS OF OTHR TXTL MATRLS, NT OF PILE CONSTRCTN",57,2.38,2.94,0.26,0.28,2.12,2.66,0.54
29379011,EPINETHRINE,29,0.01,0.0,0.0,0.28,0.01,-0.28,-0.29
55141920,"WVN FBRC OF OTHR POLSTR STPL, BLCHD",55,0.03,0.0,0.12,0.28,-0.09,-0.28,-0.19
39209911,"PLATES SHEETS FILMS FOIL AND STRIP OF POLY  (VINYL ACETATE) RIGID, PLAIN",39,0.12,0.12,0.13,0.28,-0.01,-0.16,-0.15
62082910,NIGHTDRESSES AND PYJAMAS OF SILK,62,0.53,0.23,0.05,0.28,0.48,-0.05,-0.53
54034914,"CUPRAMMONIUM FLAMNT YARN, 83 DECITEX",54,0,0,0.33,0.28,-0.33,-0.28,0.05
62103030,"OUTR GRMNTS,WOMENS AND GIRLS OF TEXTILE FABRICS,OTHERWISE IMPREGNATED",62,0.1,0.1,0.19,0.28,-0.09,-0.18,-0.09
29222932,2:5 DIMETHOXY ANILINE,29,0.39,0.12,1.65,0.28,-1.26,-0.16,1.1
58110010,"KANTHA(MULTI LAYER STITCHED TEXTILE FBRCS IN PIECE USD FOR BDNG,MTRS PADS/CLTHNG ETC",58,0.57,0.45,0.37,0.28,0.2,0.17,-0.03
62031990,SUITS OF OTHR TXTL MATERIALS,62,39.86,29.58,0.36,0.27,39.5,29.31,-10.19
59029010,TYRE CORD FBRC OF VISCOSE RAYON IMPREGNTD WTH RUBR,59,46.85,30.27,0.23,0.27,46.62,30.0,-16.62
51111110,UNBLEACHED WOVN FBRCS,51,0.01,0.01,0.32,0.27,-0.31,-0.26,0.05
59100060,FIBRE BELT CONVEYOR,59,0.01,0.06,0.09,0.27,-0.08,-0.21,-0.13
54077400,"WOVEN FABRICS CNTNG 85% OR MORE BY        WT OF OTHR SYNTHETIC FILAMENTS, PRINTED",54,20.89,21.76,2.29,0.27,18.6,21.49,2.89
63021010,"BED LINEN,KNTED/CRCHTD OF COTTON",63,19.83,17.8,0.09,0.27,19.74,17.53,-2.21
29122910,CINNAMIC ALDEHYDE,29,12.85,9.42,0.46,0.27,12.39,9.15,-3.24
56075010,NYLON FISH NET TWINE,56,2.64,2.57,0.43,0.27,2.21,2.3,0.09
61034100,"TROUSERS,SHORTS ETC OF WOOL/FINE ANML HAIR",61,0.48,0.86,0.03,0.27,0.45,0.59,0.14
50050022,YRN SPN FRM NOIL SLK CONTNG <85% BY WT OF SILK,50,0.08,0.36,0.1,0.27,-0.02,0.09,0.11
29181120,CALCIUM LACTATE,29,0.19,0.14,0.37,0.27,-0.18,-0.13,0.05
39051910,POLYVINYL ACETATE(PVA) MOULING MATERIAL,39,0.01,0.02,0.02,0.26,-0.01,-0.24,-0.23
52112099,OTHERS-OF-BLEACHED :,52,3.2,2.27,0.23,0.26,2.97,2.01,-0.96
29051610,DIMETHYL OCTANOL,29,0.05,0.03,0.22,0.26,-0.17,-0.23,-0.06
55133100,"WOVN FABRICS OF YARNS OF DIFFERENT        COLOURSOF POLYESTER STAPLE FIBRES,PLAIN   WEAVE",55,0.68,0.19,0.91,0.26,-0.23,-0.07,0.16
29122920,PHENYL ACETALDEHYDE,29,0.01,0.2,0.13,0.26,-0.12,-0.06,0.06
53110029,OTHER WOVN FBRCS OF PAPER YARN,53,0.2,0.09,0.14,0.26,0.06,-0.17,-0.23
57029290,"OTHR TXTL FLR CVRNGS OF MAN-MADE TXTL, NT PILE CONSTRTN",57,12.25,10.0,0.28,0.25,11.97,9.75,-2.22
61041300,SUITS OF SYNTHETIC FIBRES,61,0.97,0.58,0.97,0.25,0.0,0.33,0.33
56039310,"OTHER FILMNT WGHNG BETWN 70G/SQM AND 150G/SQM - MULCH MATS, CONFORMING TO IS 17355",56,1.11,1.05,0.25,0.25,0.86,0.8,-0.06
29214223,DIMETHYL ANILINE,29,1.59,1.09,0.48,0.25,1.11,0.84,-0.27
62139090,"OTHERS-OF-Handkerchiefs, of other textile materials :",62,0.58,0.7,0.54,0.25,0.04,0.45,0.41
29215150,M-DIAMINOTOLUENE,29,0.05,0.08,0.78,0.25,-0.73,-0.17,0.56
39209292,"OTHER POLYAMIDES FLEXIBLE, PLAIN",39,0.0,0.1,0.28,0.24,-0.28,-0.14,0.14
39207319,SHTS OF CELLULOS ACETATE NON-PLASTICIS NES,39,0.0,0.01,0.12,0.24,-0.12,-0.23,-0.11
52010021,"Cotton, other than Indian, of staple length not exceeding 20.0 mm",52,0.02,0.03,2.84,0.24,-2.82,-0.21,2.61
55011900,OTHER(OF NYLON OR OTHER POLYAMIDES:),55,0.0,0.0,0.11,0.24,-0.11,-0.24,-0.13
60012100,LOOPED PILE FABRICS OF COTTON,60,5.89,7.89,0.45,0.24,5.44,7.65,2.21
57050019,CARPETS OTHR THAN SILK,57,1.88,1.85,0.29,0.24,1.59,1.61,0.02
39207911,"SHEETS OF CELLULOSE NITRATE AND CELLULOID W/N PLASTICISED OF OTHER CELLULOS         DERIVATVRIGID, PLAIN",39,0.0,0.0,0.31,0.24,-0.31,-0.24,0.07
61169100,"OTHER GLOVES,MITTENS AND MITTS OF WOOL    OR FINE ANIMAL HAIR",61,0.34,0.25,0.18,0.24,0.16,0.01,-0.15
29039930,BENZOTRICHLORIDE,29,0.0,0.0,0.64,0.24,-0.64,-0.24,0.4
29061910,BERNEOL,29,0.78,0.98,0.32,0.24,0.46,0.74,0.28
62102010,"OUTER GARMENTS,MENS AND BOYS  OF  RUBBERISED TEXTILE FABRICS",62,2.41,0.01,0.02,0.23,2.39,-0.22,-2.61
52083129,OTHERS-OF-COTN FABRICS CONTNG >=85%BY WT OF COTNDYED PLAIN WEAVE WEIGNG<=100 G/M2,52,2.45,2.99,0.09,0.23,2.36,2.76,0.4
52051290,OTHERS-OF-SNGL YRN OF UNCMBD FBRS MEASURING<714.29BUT >= 232.56 DCTX(> 14 BUT <=43 MTRC NO),52,2.12,4.4,0.4,0.23,1.72,4.17,2.45
50060019,OTHER SLK YRN,50,0.03,0.03,0.0,0.23,0.03,-0.2,-0.23
29147100,CHLORDECONE (ISO),29,0.04,0.01,0.01,0.23,0.03,-0.22,-0.25
39172920,SMLESS TBE OF PLYMRS AND CPLYMRS OF PLYSTRNE,39,0.07,0.12,0.19,0.23,-0.12,-0.11,0.01
61159910,OTHR HOSIERY OF ARTIFICIAL FIBRES,61,0.05,0.13,0.04,0.23,0.01,-0.1,-0.11
62046110,"TRSRS,SLCKS AND SHRTS OF WOOL/FNE ANIML HAIR",62,2.54,2.17,0.15,0.23,2.39,1.94,-0.45
52082210,DHOTI,52,1.42,1.28,0.68,0.23,0.74,1.05,0.31
62044220,DRESSES OF COTTON,62,44.98,32.25,0.11,0.23,44.87,32.02,-12.85
52101190,OTHERS-OF-UNBLEACHED PLAIN WEAVE MXD COTTON FABRICS WEGHING<= 200 G/SM,52,5.49,4.16,0.17,0.23,5.32,3.93,-1.39
39169028,ACRYLICMETHACRYLIC ANDACRYLOMETHACRYLIC POLY,39,15.63,12.86,0.17,0.23,15.46,12.63,-2.83
54031090,"OTHR VISCOS RAYN FILAMNT YARN,OTHR DENIERS",54,10.75,4.23,0.08,0.23,10.67,4.0,-6.67
62141020,"SCRVS OF SLK MSRNG 60 CM/LESS,HND PRINTED",62,9.33,10.87,0.25,0.23,9.08,10.64,1.56
60053710,"OTHER, DYED - Shade Nets, conforming to IS 16008",60,1.3,1.25,0.58,0.23,0.72,1.02,0.3
54077110,UNBLECHD WVN FBRC CNTNS OTHR SYN FILAMNT  >=85%,54,0.02,0.08,0.31,0.23,-0.29,-0.15,0.14
52093230,DRILL,52,0.68,0.22,0.06,0.22,0.62,0.0,-0.62
55143019,"WOVEN FABRICS OF OTHR SYNTHETIC STAPLE    FIBRS,YARN OF DIFFRNT COLOURS",55,0.62,0.75,0.45,0.22,0.17,0.53,0.36
56031110,"MAN-MADE FILMNT WGHNG<25G/SQM-CROP COVERS, CONFIRMING TO IS 16718",56,0.6,0.93,0.15,0.22,0.45,0.71,0.26
29153980,PARA TERTIARY BUTYL CYCLOHEXYL ACETATE,29,15.17,12.9,0.4,0.22,14.77,12.68,-2.09
29173910,DIBUTYL PHTHALATE,29,8.17,6.61,0.18,0.22,7.99,6.39,-1.6
54071095,OTHR NYLON/POLYAMIDE FBRCS(FILAMENT),54,2.65,5.13,0.07,0.22,2.58,4.91,2.33
39205191,"OTHR PLATES,SHEETS OF PLYMTHYL            METHACRYLTERIGID, PLAIN",39,0.0,0.0,0.01,0.22,-0.01,-0.22,-0.21
29211919,"OTHERS-OF-OTHER : N,N-DIALKYL (METHYL, ETHYL, N-PROPYL OR ISOPROPYL) --2-CHLOROETHYLAMINES AND THEIR PROTONATED SALTS :",29,0.0,1.46,0.0,0.22,0.0,1.24,1.24
51072090,OTHER WOOLLEN YARN,51,0.55,1.22,0.41,0.22,0.14,1.0,0.86
58013200,CUT CORDUROY OF MAN-MADE FIBRES,58,0.0,0.02,0.27,0.22,-0.27,-0.2,0.07
55134900,"WVN FBRCS OF OTHR SYNTHTC STPL FIBRS,PRNTD",55,1.96,5.37,0.11,0.22,1.85,5.15,3.3
39249020,OTHR HOUSEHOLD AND TOILT ARTCLS OF PLSTCS   INSULATED WARE,39,0.11,0.13,0.11,0.22,0.0,-0.09,-0.09
29214212,ORTHO CHLORO PARANITROANILINE,29,0.23,0.73,0.27,0.22,-0.04,0.51,0.55
52103220,SHIRTING FABRICS,52,0.72,0.52,0.08,0.22,0.64,0.3,-0.34
61031090,SUITS OF WOOL/FINE ANIMAL HAIR,61,10.28,1.17,1.2,0.22,9.08,0.95,-8.13
61042990,ENSEMBLES OF WOOL/FINE ANIMAL HAIR,61,8.19,5.44,0.48,0.21,7.71,5.23,-2.48
39093910,POLY(PHENYLENE OXIDE),39,1.5,0.72,0.75,0.21,0.75,0.51,-0.24
57029990,"OTHR FLR CVRNGS OF OTHR TXTL, NT PILE     CONSTRTN",57,45.75,41.1,0.23,0.21,45.52,40.89,-4.63
39203020,"PLTES SHTS ETC. OF POLYMRS OF STYRENE     FLEXIBLE, PLAIN",39,1.4,1.01,0.28,0.21,1.12,0.8,-0.32
54075420,POLYESTER SHIRTING,54,1.78,1.24,0.25,0.21,1.53,1.03,-0.5
39269071,"PLASTIC OR NYLON TIPPED HAMMER;           INSULATINGLINER OF NYLON, HDPE OF         POLYURETHANE FOAM",39,0.03,0.01,0.18,0.21,-0.15,-0.2,-0.05
59011020,PREPARED PAINTING CANVAS,59,5.0,6.46,0.68,0.21,4.32,6.25,1.93
29142940,CYCLOHEXANE DIONE,29,0.02,0.0,0.69,0.21,-0.67,-0.21,0.46
52083130,SHIRTING FBRCS,52,6.0,6.01,0.27,0.21,5.73,5.8,0.07
62041290,SUITS OF COTTON-OTHERS,62,10.77,16.67,0.12,0.21,10.65,16.46,5.81
51071040,WOOLLEN CARPET YARN,51,0.4,1.46,0.09,0.21,0.31,1.25,0.94
52081210,DHOTI,52,1.74,1.64,0.0,0.21,1.74,1.43,-0.31
52054830,DYED,52,0.55,1.31,0.18,0.21,0.37,1.1,0.73
52084130,SHIRTING FABRICS,52,0.8,1.08,0.3,0.21,0.5,0.87,0.37
52112060,TWILL FABRICS,52,0.12,0.01,0.04,0.21,0.08,-0.2,-0.28
39122029,OTHERS-PLASTICIZED,39,12.61,18.25,0.31,0.21,12.3,18.04,5.74
59019010,TRACING CLOTH OF COTTON,59,0.01,0.0,0.11,0.21,-0.1,-0.21,-0.11
52061100,SNGL YRN OF UNCMBD FBRS MEASURNG 714.29   DCTX/MORE(NT EXCDNG 14 MTRC NO),52,2.56,1.35,0.24,0.2,2.32,1.15,-1.17
52062300,SNGL YRN OF CMBD FBRS MEASURNG <232.56    BUT >= 192.31 DCTX(>43 BUT <=52 MTRC NO),52,51.19,42.5,0.28,0.2,50.91,42.3,-8.61
61034920,"TROUSERS,BIB,SHORTS ETC OF ARTIFICIAL     FIBRES",61,0.96,1.21,0.17,0.2,0.79,1.01,0.22
50072010,"SAREES CONTNG >=85% BY WT OF SLK/SLK WST, OTHER THAN NOIL SLK.",50,9.44,7.07,0.18,0.2,9.26,6.87,-2.39
52064200,MULTPL(FLDED)/CBLD YRN OF CMBD FBRS       MEASURNG PER SNGL YRN<714.29 BUT>=232.56  DCTX (>14 BUT<=43 MTRC NO),52,7.73,7.93,0.02,0.2,7.71,7.73,0.02
29264000,ALPHA-PHENYLACETOACETONITRILE,29,0.0,0.02,0.11,0.2,-0.11,-0.18,-0.07
29161930,POTASSIUM CMPNDS OF UNSATRTDS ACYLC       MONDACDS,29,0.03,0.02,0.37,0.2,-0.34,-0.18,0.16
62103090,OTHR OUTER GRMNTS FOR WOMENS AND GIRLS,62,0.24,1.54,0.29,0.2,-0.05,1.34,1.39
52105990,"OTHERS-OF-OTHER MXD COTN FABRICS,PRINTED WEGHINGNOT MORE THAN 200 GM PER SQM",52,3.87,2.62,0.45,0.2,3.42,2.42,-1.0
55151990,"FBRC OF POLSTR , MXD WTH OTHR FIBRS, OTHR",55,1.07,0.55,0.32,0.2,0.75,0.35,-0.4
29215180,META TOLUYLENE DIAMINE,29,0,0,0.07,0.2,-0.07,-0.2,-0.13
29336960,"AMTRYN,ATRZIN,CARFNTRZN ETHL,CYPROCNZL,DFNOCNZL,FLUSILZL,HXACNZL,HXAZNON,INDZFLM,IODSLFRN MTHL NA,MFNTRIFLUCNZOL ETC.",29,0.0,31.93,0.0,0.2,0.0,31.73,31.73
59070092,OTHR TXTL FBRCS COATED/IMPRGNTD WTH OIL OR OIL PREPARATION,59,0.0,0.0,0.16,0.19,-0.16,-0.19,-0.03
59113120,"WOVEN TXTLS FELT,W/N IMPREGNATED/COATED   OF A KIND COMMONLY USED IN OTHER MACHINES",59,0.01,0.0,0.21,0.19,-0.2,-0.19,0.01
39209941,"SHEET OF POLY(TETRAFLURO-ETHYLENE)(PTFE)  RIGID, PLAIN",39,0.34,0.36,0.12,0.19,0.22,0.17,-0.05
29124991,ALDEHYDE-ALCOHOLS,29,0.07,0.03,0.21,0.19,-0.14,-0.16,-0.02
61043990,JACKETS OF OTHER FIBRES,61,7.88,7.94,0.27,0.19,7.61,7.75,0.14
39206932,OTHR FILM OF OTHR POLYESTER FLEXIBLE PLAIN,39,0.73,0.5,0.28,0.19,0.45,0.31,-0.14
52122400,OTHR WOVN FBRCS OF COTN OF YRNS OF        DIFF COLOURS WGHNG MORE THAN 200 GSM,52,1.05,1.06,0.22,0.19,0.83,0.87,0.04
52054610,GREY,52,7.28,6.24,0.11,0.19,7.17,6.05,-1.12
52121100,OTHR UNBLCHED WOVEN FABRICS OF COTTON     WEIGHING NOT MORE THAN 200 G/M2,52,0.87,0.79,0.4,0.19,0.47,0.6,0.13
29109010,EPOXYCONAZOLE,29,0.0,0.06,0.0,0.19,0.0,-0.13,-0.13
55152930,"FBRC OF ACRYLC/MODACRYLCMXD WTH OTHR      FIBRES, DYED",55,0.67,0.34,0.36,0.19,0.31,0.15,-0.16
62044120,BLAZERS OF WOOL AND FINE ANIMAL HAIR,62,0.14,0.12,0.0,0.19,0.14,-0.07,-0.21
63051010,JUTE BAGGING FOR RAW COTTON,63,0.34,0.46,0.03,0.19,0.31,0.27,-0.04
52041190,OTHERS-OF-SWNG THREAD CNTNG 85% OR MORE BY WEIGHT OFCOTTON NOT PUT UP FOR RETAIL SALE,52,0.8,0.65,0.12,0.19,0.68,0.46,-0.22
57019090,CRPTS AND FLR CVRNGS KNOTTD OTHR THAN COTTON,57,13.12,20.71,0.28,0.19,12.84,20.52,7.68
29420014,RANITIDINE,29,9.75,8.0,0.11,0.19,9.64,7.81,-1.83
